name,datetime,temp,precip,demand_colombo,demand_gampaha,demand_kalutara,precip_cluster,precip_encoded,demand_scaled
"Colombo,Sri Lanka",2022-02-28,28.3,0.0,4922.054020716442,5210.77346741476,2833.569386275356,0,0,0.2613333505033877
"Colombo,Sri Lanka",2022-03-01,29.1,0.0,5017.627885196374,5311.953534743203,2888.5901510574017,0,0,0.27717173538238116
"Colombo,Sri Lanka",2022-03-02,27.7,0.0,5478.07087243349,5799.405336583264,3153.661836022444,0,0,0.35347578865445684
"Colombo,Sri Lanka",2022-03-03,29.0,0.0,4641.064826803591,4913.301917913515,2671.807167820518,0,0,0.21476816216192107
"Colombo,Sri Lanka",2022-03-04,28.3,0.0,4871.725664911441,5157.492934534882,2804.5959358275545,0,0,0.2529929964337465
"Colombo,Sri Lanka",2022-03-05,27.6,0.0,5441.765675429532,5760.970537517416,3132.7613553775486,0,0,0.34745933544954233
"Colombo,Sri Lanka",2022-03-06,27.5,0.0,4713.591536146879,4990.082922578291,2713.5599528199227,0,0,0.2267872004506477
"Colombo,Sri Lanka",2022-03-07,27.8,0.0,4587.545495036684,4856.6432317652125,2640.996709538196,0,0,0.20589900342691148
"Colombo,Sri Lanka",2022-03-08,28.5,0.203,4205.25003711696,4451.922962451445,2420.913650410012,0,0,0.14254546391093859
"Colombo,Sri Lanka",2022-03-09,28.0,1.272,4874.2670884764775,5160.183433750539,2806.059003884333,0,0,0.2534141580638912
"Colombo,Sri Lanka",2022-03-10,28.1,0.0,4253.036969356926,4502.512996115666,2448.4240328010355,0,0,0.15046465635043538
"Colombo,Sri Lanka",2022-03-11,28.2,1.135,4587.545495036684,4856.6432317652125,2640.996709538196,0,0,0.20589900342691148
"Colombo,Sri Lanka",2022-03-12,26.6,25.265,4922.054020716442,5210.77346741476,2833.569386275356,0,0,0.2613333505033877
"Colombo,Sri Lanka",2022-03-13,26.6,0.0,4969.840952956409,5261.363501078981,2861.079768666378,0,0,0.2692525429428845
"Colombo,Sri Lanka",2022-03-14,27.4,17.939,4826.480156236512,5109.593400086318,2778.54862149331,0,0,0.24549496562439466
"Colombo,Sri Lanka",2022-03-15,27.1,0.0,4494.802961709963,4758.460576734261,2587.6059092474725,0,0,0.19052982331188217
"Colombo,Sri Lanka",2022-03-16,28.4,0.0,4748.647440657477,5027.195147745106,2733.741230272657,0,0,0.23259662241910528
"Colombo,Sri Lanka",2022-03-17,29.2,0.047,4683.119359516614,4957.823299093654,2696.0174743202406,0,0,0.22173738830590461
"Colombo,Sri Lanka",2022-03-18,28.4,0.01,4651.162776335234,4923.992196255304,2677.620440193512,0,0,0.2164415821082747
"Colombo,Sri Lanka",2022-03-19,29.4,0.7,5752.305518415744,6089.726127683037,3311.5355396105783,0,0,0.398921621506946
"Colombo,Sri Lanka",2022-03-20,29.3,0.028,5399.923343116097,5716.673804056969,3108.673210185584,0,0,0.34052527489835394
"Colombo,Sri Lanka",2022-03-21,28.9,0.0,5267.831084986613,5576.833235258858,3032.629229923619,0,0,0.31863510612497115
"Colombo,Sri Lanka",2022-03-22,29.3,0.0,5160.988681916269,5463.723635735864,2971.1212982304696,0,0,0.30092931270087075
"Colombo,Sri Lanka",2022-03-23,29.0,0.0,4539.75856279672,4806.053198100993,2613.486327147173,0,0,0.19797981098741513
"Colombo,Sri Lanka",2022-03-24,29.1,0.0,4158.118634749906,4402.026910944772,2393.780648960331,0,0,0.13473490508674413
"Colombo,Sri Lanka",2022-03-25,28.8,0.0,4539.898037237765,4806.200853879194,2613.56662096448,0,0,0.19800292452258572
"Colombo,Sri Lanka",2022-03-26,28.7,0.088,4071.652451270201,4310.488765932888,2344.003070448403,0,0,0.1204058340543932
"Colombo,Sri Lanka",2022-03-27,29.1,0.087,4110.066701071955,4351.156331301967,2366.1177083164253,0,0,0.12677179693042329
"Colombo,Sri Lanka",2022-03-28,29.2,1.386,4300.823901596892,4553.103029779887,2475.9344151920586,0,0,0.15838384878993206
"Colombo,Sri Lanka",2022-03-29,28.7,0.0,4109.67617263703,4350.742895123002,2365.8928856279667,0,0,0.12670707903194545
"Colombo,Sri Lanka",2022-03-30,28.3,0.535,4253.036969356926,4502.512996115666,2448.4240328010355,0,0,0.15046465635043538
"Colombo,Sri Lanka",2022-03-31,28.2,0.0,4205.25003711696,4451.922962451445,2420.913650410012,0,0,0.14254546391093859
"Colombo,Sri Lanka",2022-04-01,28.5,1.22,4348.610833836858,4603.693063444108,2503.4447975830813,0,0,0.16630304122942863
"Colombo,Sri Lanka",2022-04-02,28.6,0.849,4397.625141158017,4655.582467956502,2531.6617655664018,0,0,0.1744256327784267
"Colombo,Sri Lanka",2022-04-03,29.1,1.642,4206.46346475405,4453.207567721797,2421.6122066205794,0,0,0.14274655166692307
"Colombo,Sri Lanka",2022-04-04,28.2,0.106,4176.794262405803,4421.798019645951,2404.5319910976777,0,0,0.1378298074460913
"Colombo,Sri Lanka",2022-04-05,27.2,9.343,4396.397766076822,4654.283097108329,2530.955179974104,0,0,0.17422223366892509
"Colombo,Sri Lanka",2022-04-06,27.5,0.023,4595.00737763258,4864.542815898992,2645.292428764096,0,0,0.20713557755854006
"Colombo,Sri Lanka",2022-04-07,27.9,0.271,4635.33242727665,4907.233265429434,2668.507091929219,0,0,0.21381819586640827
"Colombo,Sri Lanka",2022-04-08,25.1,75.114,4508.987512364217,4773.477169377353,2595.7717904675487,1,1,0.19288046983873497
"Colombo,Sri Lanka",2022-04-09,26.5,5.198,4456.02607836149,4717.409106341856,2565.282507454453,0,0,0.18410376524440808
"Colombo,Sri Lanka",2022-04-10,24.4,209.943,4228.151740336513,4476.168041232128,2434.097895211747,2,2,0.14634070638595575
"Colombo,Sri Lanka",2022-04-11,27.3,30.28,4636.810856351725,4908.79841667837,2669.358206392668,1,1,0.21406319933921691
"Colombo,Sri Lanka",2022-04-12,27.6,36.238,5243.512719944447,5551.088395645297,3018.6294293489555,1,1,0.3146050961712923
"Colombo,Sri Lanka",2022-04-13,27.2,1.831,4970.161744170811,5261.703109368845,2861.2644444461835,0,0,0.26930570407377685
"Colombo,Sri Lanka",2022-04-14,28.3,27.656,4782.472981348861,5063.004838011359,2753.214201551295,1,1,0.23820214998802225
"Colombo,Sri Lanka",2022-04-15,28.9,0.0,7164.375643179371,7584.625921402965,4124.4479253673335,0,0,0.6329281695714597
"Colombo,Sri Lanka",2022-04-16,29.3,0.027,5520.209089811142,5844.015311230325,3177.920318812551,0,0,0.3604588829195431
"Colombo,Sri Lanka",2022-04-17,28.6,0.005,9379.404110021853,9929.584248965402,5399.614111466955,0,0,1.0
"Colombo,Sri Lanka",2022-04-18,28.6,0.004,5487.743424919946,5809.645264801538,3159.230212252653,0,0,0.35507871231853994
"Colombo,Sri Lanka",2022-04-19,28.2,22.45,5427.481500174532,5745.848476461324,3124.5381214308254,0,0,0.3450921792547105
"Colombo,Sri Lanka",2022-04-20,29.0,65.498,5138.739519831605,5440.169375060337,2958.312713788276,1,1,0.2972422085511164
"Colombo,Sri Lanka",2022-04-21,29.3,22.636,4973.276009190139,5265.000051959256,2863.057290681185,0,0,0.26982179629480096
"Colombo,Sri Lanka",2022-04-22,28.4,17.853,4300.823901596892,4553.103029779887,2475.9344151920586,0,0,0.15838384878993206
"Colombo,Sri Lanka",2022-04-23,28.4,1.179,4110.0527536278505,4351.141565724147,2366.109678934694,0,0,0.12676948557690615
"Colombo,Sri Lanka",2022-04-24,29.0,0.647,4444.254435537311,4704.946958661651,2558.50570927378,0,0,0.18215298287600723
"Colombo,Sri Lanka",2022-04-25,28.7,6.915,4444.240488093205,4704.932193083831,2558.4976798920493,0,0,0.18215067152248987
"Colombo,Sri Lanka",2022-04-26,28.8,0.1,4948.452547422192,5238.720487491783,2848.76671178242,0,0,0.26570808232446885
"Colombo,Sri Lanka",2022-04-27,29.1,64.21,5166.566663312055,5469.628812179794,2974.332477395466,1,1,0.3018536890110164
"Colombo,Sri Lanka",2022-04-28,28.5,22.401,4425.390517386003,4684.976514659898,2547.645970483069,0,0,0.17902687724417954
"Colombo,Sri Lanka",2022-04-29,28.9,2.718,4788.762282393973,5069.663058924115,2756.8348791845538,0,0,0.23924440532753766
"Colombo,Sri Lanka",2022-04-30,29.5,13.251,4556.2025993959005,4823.461814350949,2622.9529682076154,0,0,0.20070489678403225
"Colombo,Sri Lanka",2022-05-01,30.1,15.795,4262.060965692524,4512.066324965304,2453.6190427807696,0,0,0.1519601020759751
"Colombo,Sri Lanka",2022-05-02,30.6,1.646,4492.84434205929,4756.38706773466,2586.478354641582,0,0,0.19020524323941446
"Colombo,Sri Lanka",2022-05-03,30.8,0.0,4350.0055782473055,4605.169621226123,2504.247735756147,0,0,0.1665341765811349
"Colombo,Sri Lanka",2022-05-04,30.5,1.076,5100.81542306552,5400.0207142832205,2936.480251335359,0,0,0.29095747324154264
"Colombo,Sri Lanka",2022-05-05,29.3,3.89,4804.408325941175,5086.226873185931,2765.8421249045487,0,0,0.24183724868364265
"Colombo,Sri Lanka",2022-05-06,28.7,48.927,4338.7330546728645,4593.235870295053,2497.7582747359784,1,1,0.16466610764930878
"Colombo,Sri Lanka",2022-05-07,30.0,5.601,4198.919889985542,4445.2214994893575,2417.269458158828,0,0,0.14149643960755165
"Colombo,Sri Lanka",2022-05-08,30.7,0.0,3947.6805943475424,4179.24492747849,2272.6339109354767,0,0,0.09986136831797987
"Colombo,Sri Lanka",2022-05-09,30.6,7.385,3511.40354651345,3717.376598580096,2021.4742768733272,0,0,0.02756206520757498
"Colombo,Sri Lanka",2022-05-10,30.1,8.769,3392.872189037548,3591.892390159688,1953.237149762624,0,0,0.007919192439496459
"Colombo,Sri Lanka",2022-05-11,29.5,0.66,3551.240435613863,3759.550252886832,2044.407911677877,0,0,0.03416378614234583
"Colombo,Sri Lanka",2022-05-12,29.1,19.812,4163.931730203451,4408.180992843383,2397.127180560214,0,0,0.13569824421331989
"Colombo,Sri Lanka",2022-05-13,27.4,30.741,5078.804363776639,5376.718523114766,2923.8087399098526,1,1,0.28730982719825804
"Colombo,Sri Lanka",2022-05-14,28.1,2.254,3853.287281386455,4079.314660844112,2218.2927759642043,0,0,0.0842186230045382
"Colombo,Sri Lanka",2022-05-15,28.4,21.519,3440.659121277514,3642.48242382391,1980.7475321536467,0,0,0.01583838487899314
"Colombo,Sri Lanka",2022-05-16,27.9,26.88,3591.447928229052,3802.116249689932,2067.554898625555,0,0,0.04082692304199864
"Colombo,Sri Lanka",2022-05-17,28.5,11.746,3849.685852069477,4075.501977714122,2216.2194748958955,0,0,0.0836217985070965
"Colombo,Sri Lanka",2022-05-18,28.0,31.259,4023.307621266055,4259.30810915586,2316.171512788153,1,1,0.11239418747421381
"Colombo,Sri Lanka",2022-05-19,28.6,17.126,4481.576799714886,4744.458590224239,2579.9917612577456,0,0,0.1883379997909872
"Colombo,Sri Lanka",2022-05-20,28.8,8.169,5446.3862644121455,5765.862162512407,3135.421374839462,0,0,0.34822505385040936
"Colombo,Sri Lanka",2022-05-21,28.9,1.433,4714.556898528109,4991.10491150027,2714.1157007411366,0,0,0.22694717913336426
"Colombo,Sri Lanka",2022-05-22,29.3,0.467,4839.893612480992,5123.793667212783,2786.270592609135,0,0,0.24771782732109016
"Colombo,Sri Lanka",2022-05-23,29.0,3.135,5153.600521524927,5455.902098227706,2966.8680200222893,0,0,0.29970495572354683
"Colombo,Sri Lanka",2022-05-24,28.1,29.549,4655.798309007956,4928.899641512242,2680.289062564421,1,1,0.21720977695933807
"Colombo,Sri Lanka",2022-05-25,28.0,40.015,5166.889447018472,5469.970529837919,2974.518300229804,1,1,0.3019071803352683
"Colombo,Sri Lanka",2022-05-26,27.2,45.073,4683.048626050086,4957.748416520424,2695.976753884321,1,1,0.2217256664416397
"Colombo,Sri Lanka",2022-05-27,27.2,38.392,4462.547504726342,4724.313068656907,2569.0368169408,1,1,0.18518448811031485
"Colombo,Sri Lanka",2022-05-28,27.8,11.471,4320.81058899861,4574.262102796161,2487.440519212087,0,0,0.16169601837988312
"Colombo,Sri Lanka",2022-05-29,26.5,38.42,4116.189629033821,4357.638419965013,2369.6426068961823,1,1,0.12778648112441382
"Colombo,Sri Lanka",2022-05-30,26.9,18.478,4296.762206624467,4548.803082581834,2473.5961445266385,0,0,0.1577107496264274
"Colombo,Sri Lanka",2022-05-31,25.6,147.176,5095.252385359847,5394.13135810124,2933.27767507936,2,2,0.2900355733815939
"Colombo,Sri Lanka",2022-06-01,27.9,1.413,5289.013267597285,5599.257929231144,3044.8235666634173,0,0,0.32214539173067036
"Colombo,Sri Lanka",2022-06-02,28.5,13.786,5741.8548977974615,6078.662491159226,3305.519238585253,0,0,0.3971897573359471
"Colombo,Sri Lanka",2022-06-03,28.7,7.685,5648.672023735441,5980.01366574281,3251.874939242748,0,0,0.38174760448845035
"Colombo,Sri Lanka",2022-06-04,28.6,1.17,4986.471287558984,5278.9693432612485,2870.6536593256515,0,0,0.27200850181862224
"Colombo,Sri Lanka",2022-06-05,28.4,7.43,5983.571077850124,6334.55733757132,3444.672438668366,0,0,0.4372466694634043
"Colombo,Sri Lanka",2022-06-06,28.3,6.415,5514.283418558754,5837.742050025023,3174.508978631556,0,0,0.35947688786815113
"Colombo,Sri Lanka",2022-06-07,28.1,1.072,7930.521699036468,8395.712821957448,4565.509319686667,0,0,0.7598929645205581
"Colombo,Sri Lanka",2022-06-08,28.3,2.994,4798.400962516175,5079.867127881968,2762.3837554877027,0,0,0.24084171570450796
"Colombo,Sri Lanka",2022-06-09,28.9,4.134,4684.251094981092,4959.021420265346,2696.669001294957,0,0,0.22192493813414627
"Colombo,Sri Lanka",2022-06-10,28.7,6.0,4503.58387401974,4767.756562656175,2592.660978574186,0,0,0.19198498544755305
"Colombo,Sri Lanka",2022-06-11,27.6,12.755,4460.503207919028,4722.148856822124,2567.8599389899928,0,0,0.1848457097233852
"Colombo,Sri Lanka",2022-06-12,27.8,4.083,4643.388072492995,4915.761441304701,2673.1446334059387,0,0,0.215153167619192
"Colombo,Sri Lanka",2022-06-13,28.2,0.205,4677.018348966913,4951.3644134814695,2692.505193340346,0,0,0.2207263362388696
"Colombo,Sri Lanka",2022-06-14,28.8,0.0,4698.071019596615,4973.651998516853,2704.6249715355025,0,0,0.22421515927619595
"Colombo,Sri Lanka",2022-06-15,29.1,3.608,4629.3041426854925,4900.851371758738,2665.036678439776,0,0,0.2128191958569976
"Colombo,Sri Lanka",2022-06-16,27.5,24.185,4358.482635524806,4614.143928488384,2509.1278792665853,0,0,0.16793898422946973
"Colombo,Sri Lanka",2022-06-17,28.4,6.917,4480.082430703693,4742.876564029224,2579.131470358033,0,0,0.1880903547713021
"Colombo,Sri Lanka",2022-06-18,27.5,14.41,5099.953670269065,5399.108412510762,2935.984150249858,0,0,0.2908146646135241
"Colombo,Sri Lanka",2022-06-19,27.7,8.829,4883.427570515098,5169.881254325986,2811.3325870995736,0,0,0.25493222203456223
"Colombo,Sri Lanka",2022-06-20,28.4,1.572,4638.191653318069,4910.260208882565,2670.153115184003,0,0,0.21429202333740627
"Colombo,Sri Lanka",2022-06-21,29.3,0.015,4348.610833836858,4603.693063444108,2503.4447975830813,0,0,0.16630304122942863
"Colombo,Sri Lanka",2022-06-22,29.3,2.911,4255.572415445919,4505.197167226543,2449.8836596942147,0,0,0.15088482740050146
"Colombo,Sri Lanka",2022-06-23,28.5,6.735,5307.15988862322,5618.469000659288,3055.270365822266,0,0,0.325152627753049
"Colombo,Sri Lanka",2022-06-24,28.6,3.715,4636.233033667398,4908.186699882965,2669.0255605781126,0,0,0.21396744326493877
"Colombo,Sri Lanka",2022-06-25,29.0,0.198,5170.823622501943,5474.13547746733,2976.783159405115,0,0,0.30255914712375975
"Colombo,Sri Lanka",2022-06-26,29.2,3.444,4997.409072474918,5290.548720324636,2876.950415184285,0,0,0.27382109826603895
"Colombo,Sri Lanka",2022-06-27,29.4,0.0,4561.68394492896,4829.264686434268,2626.108515227763,0,0,0.20161325871623792
"Colombo,Sri Lanka",2022-06-28,29.4,0.001,4109.885384298597,4350.964378790305,2366.0133263539265,0,0,0.1267417493347015
"Colombo,Sri Lanka",2022-06-29,29.1,0.002,4150.277182425166,4393.725492157457,2389.266415845903,0,0,0.1334354291201153
"Colombo,Sri Lanka",2022-06-30,28.3,0.066,4585.907666600415,4854.9093310554745,2640.0538307121096,0,0,0.20562758448533636
"Colombo,Sri Lanka",2022-07-01,28.4,0.013,4495.999453164925,4759.727252374403,2588.294715494509,0,0,0.1907281044243102
"Colombo,Sri Lanka",2022-07-02,29.2,0.018,4255.798563289613,4505.436580524056,2450.013850383705,0,0,0.15092230434681386
"Colombo,Sri Lanka",2022-07-03,27.9,1.12,4205.4981023728205,4452.185578799819,2421.056458699365,0,0,0.14258657298420674
"Colombo,Sri Lanka",2022-07-04,28.5,1.0,4061.889240397066,4300.152861458783,2338.382503236945,0,0,0.11878788659244921
"Colombo,Sri Lanka",2022-07-05,28.2,0.042,4061.9031878411697,4300.167627036603,2338.390532618675,0,0,0.11879019794596613
"Colombo,Sri Lanka",2022-07-06,28.6,0.0,4205.2779320051695,4451.952493607085,2420.9297091734734,0,0,0.14255008661797286
"Colombo,Sri Lanka",2022-07-07,28.3,0.007,4588.466026347579,4857.617759901342,2641.5266487324184,0,0,0.20605155275903753
"Colombo,Sri Lanka",2022-07-08,28.4,0.0,4539.939879570078,4806.245150612655,2613.590709109672,0,0,0.1980098585831369
"Colombo,Sri Lanka",2022-07-09,28.3,0.0,4157.714158870876,4401.598709187987,2393.547796890142,0,0,0.13466787583474937
"Colombo,Sri Lanka",2022-07-10,28.3,0.011,4794.314361393564,5075.540813580665,2760.031146640621,0,0,0.24016448912400856
"Colombo,Sri Lanka",2022-07-11,27.9,0.638,4505.919074661231,4770.22874225692,2594.0053264868043,0,0,0.19237197206498102
"Colombo,Sri Lanka",2022-07-12,28.7,0.0,4635.918219929039,4907.853419697881,2668.844325961906,0,0,0.21391527271412503
"Colombo,Sri Lanka",2022-07-13,28.6,0.0,4444.184698316788,4704.873130772549,2558.465562365127,0,0,0.18214142610842177
"Colombo,Sri Lanka",2022-07-14,28.6,0.2,4587.643127145415,4856.746590809953,2641.052915210309,0,0,0.20591518290153088
"Colombo,Sri Lanka",2022-07-15,27.8,0.617,4539.75856279672,4806.053198100993,2613.486327147173,0,0,0.19797981098741513
"Colombo,Sri Lanka",2022-07-16,28.5,1.092,4587.545495036684,4856.6432317652125,2640.996709538196,0,0,0.20589900342691148
"Colombo,Sri Lanka",2022-07-17,28.8,1.472,4587.698916921833,4856.805653121233,2641.0850327372323,0,0,0.2059244283155992
"Colombo,Sri Lanka",2022-07-18,29.0,0.005,4787.591693335205,5068.423805071353,2756.1609846464453,0,0,0.23905041672878424
"Colombo,Sri Lanka",2022-07-19,28.7,0.761,4396.397766076822,4654.283097108329,2530.955179974104,0,0,0.17422223366892509
"Colombo,Sri Lanka",2022-07-20,28.0,0.216,4444.184698316788,4704.873130772549,2558.465562365127,0,0,0.18214142610842177
"Colombo,Sri Lanka",2022-07-21,27.5,1.956,4446.974187137684,4707.82624633658,2560.071438711257,0,0,0.1826036968118343
"Colombo,Sri Lanka",2022-07-22,27.6,2.933,4835.085729248975,5118.7037616013495,2783.502750021124,0,0,0.2469210707444225
"Colombo,Sri Lanka",2022-07-23,28.0,0.037,4507.202239518843,4771.587175416373,2594.7440296060245,0,0,0.19258461658855086
"Colombo,Sri Lanka",2022-07-24,27.9,0.0,4369.141471558649,4625.427993995368,2515.2640474906048,0,0,0.16970535360654493
"Colombo,Sri Lanka",2022-07-25,28.3,0.03,4253.10670657745,4502.586824004768,2448.464179709689,0,0,0.15047621311802084
"Colombo,Sri Lanka",2022-07-26,28.3,0.141,4407.01177104033,4665.519701829462,2537.065539471132,0,0,0.1759811736954099
"Colombo,Sri Lanka",2022-07-27,27.1,8.558,4733.918939683149,5011.602697567028,2725.262203165086,0,0,0.23015583310508714
"Colombo,Sri Lanka",2022-07-28,26.7,1.185,4997.1221536247685,5290.244971295192,2876.78523933154,0,0,0.27377355042225937
"Colombo,Sri Lanka",2022-07-29,27.1,0.1,4962.961874274878,5254.080907161257,2857.119562891366,0,0,0.2681125503689331
"Colombo,Sri Lanka",2022-07-30,27.9,3.617,4731.422347188447,5008.959659137221,2723.824943835298,0,0,0.2297421008255328
"Colombo,Sri Lanka",2022-07-31,28.2,2.565,4778.693223996547,5059.003366422097,2751.038239102288,0,0,0.2375757731848982
"Colombo,Sri Lanka",2022-08-01,27.2,2.794,4587.963918359818,4857.086199099816,2641.2375909901148,0,0,0.20596834403242337
"Colombo,Sri Lanka",2022-08-02,27.5,4.605,4589.512084655416,4858.7251782378535,2642.128852362217,0,0,0.20622490427281748
"Colombo,Sri Lanka",2022-08-03,26.8,23.384,5280.350908562396,5590.0874507207,3039.8367470814137,0,0,0.32070987609989454
"Colombo,Sri Lanka",2022-08-04,27.0,17.159,5368.664132139939,5683.580980109626,3090.677645145388,0,0,0.33534503637657676
"Colombo,Sri Lanka",2022-08-05,26.8,32.98,5162.383426326718,5465.20019351788,2971.924236403536,1,1,0.30116044805257713
"Colombo,Sri Lanka",2022-08-06,27.8,3.481,4829.1411293224455,5112.410461397577,2780.080512822066,0,0,0.2459359388561143
"Colombo,Sri Lanka",2022-08-07,27.6,0.43,4671.107621404638,4945.106972538117,2689.102456068348,0,0,0.21974681763767445
"Colombo,Sri Lanka",2022-08-08,28.1,0.0,5152.170908504218,5454.388626501141,2966.0450083948967,0,0,0.2994680419880478
"Colombo,Sri Lanka",2022-08-09,28.0,0.799,5034.068933057532,5329.358986940768,2898.055071536044,0,0,0.27989632588895885
"Colombo,Sri Lanka",2022-08-10,27.9,0.0,5630.49651157529,5960.772008474894,3241.411507793171,0,0,0.3787355806623578
"Colombo,Sri Lanka",2022-08-11,28.2,0.0,5448.099807544981,5767.676219216024,3136.407841737799,0,0,0.34850902013964846
"Colombo,Sri Lanka",2022-08-12,28.2,0.0,5764.336185201865,6102.462493237046,3318.461454880535,0,0,0.4009153290120927
"Colombo,Sri Lanka",2022-08-13,28.3,0.0,4875.031209164202,5160.992376478257,2806.49889929772,0,0,0.25354078721729034
"Colombo,Sri Lanka",2022-08-14,28.2,0.0,4928.051421681368,5217.122665877423,2837.022020419537,0,0,0.26232723251572476
"Colombo,Sri Lanka",2022-08-15,27.9,0.0,4683.119359516614,4957.823299093654,2696.0174743202406,0,0,0.22173738830590461
"Colombo,Sri Lanka",2022-08-16,28.1,0.0,4742.05029959606,5020.211029436176,2729.9433327140578,0,0,0.23150335220553464
"Colombo,Sri Lanka",2022-08-17,28.1,0.37,4778.693223996547,5059.003366422097,2751.038239102288,0,0,0.2375757731848982
"Colombo,Sri Lanka",2022-08-18,28.6,0.303,4635.33242727665,4907.233265429434,2668.507091929219,0,0,0.21381819586640827
"Colombo,Sri Lanka",2022-08-19,28.6,2.051,4635.33242727665,4907.233265429434,2668.507091929219,0,0,0.21381819586640827
"Colombo,Sri Lanka",2022-08-20,28.3,0.189,4587.545495036684,4856.6432317652125,2640.996709538196,0,0,0.20589900342691148
"Colombo,Sri Lanka",2022-08-21,28.6,0.009,4635.33242727665,4907.233265429434,2668.507091929219,0,0,0.21381819586640827
"Colombo,Sri Lanka",2022-08-22,28.2,3.54,4778.693223996547,5059.003366422097,2751.038239102288,0,0,0.2375757731848982
"Colombo,Sri Lanka",2022-08-23,28.3,0.177,4683.119359516614,4957.823299093654,2696.0174743202406,0,0,0.22173738830590461
"Colombo,Sri Lanka",2022-08-24,27.9,0.025,4688.279913835271,4963.286562887109,2698.988345560583,0,0,0.2225925891072178
"Colombo,Sri Lanka",2022-08-25,27.9,0.001,4448.410773880445,4709.347100852056,2560.898465029516,0,0,0.18284176622409176
"Colombo,Sri Lanka",2022-08-26,27.6,4.209,4472.790906175073,4735.157330881675,2574.9338242947,0,0,0.18688201217191758
"Colombo,Sri Lanka",2022-08-27,27.2,0.305,4590.18156197243,4859.4339259732205,2642.514262685289,0,0,0.2063358492416364
"Colombo,Sri Lanka",2022-08-28,27.7,0.014,4444.310225313729,4705.006020972931,2558.537826800703,0,0,0.18216222829007533
"Colombo,Sri Lanka",2022-08-29,27.8,0.014,4684.706379406504,4959.503410912763,2696.931103255737,0,0,0.2220003873168107
"Colombo,Sri Lanka",2022-08-30,27.4,23.705,4590.014192643176,4859.256739039379,2642.417910104521,0,0,0.20630811299943153
"Colombo,Sri Lanka",2022-08-31,25.5,46.17,4779.041910099159,5059.372505867602,2751.238973645554,1,1,0.23763355702282474
"Colombo,Sri Lanka",2022-09-01,25.9,35.488,4778.707171440651,5059.018131999917,2751.046268484018,1,1,0.2375780845384151
"Colombo,Sri Lanka",2022-09-02,27.0,1.204,4980.758812952192,5272.921784459767,2867.3650539796818,0,0,0.2710618374567052
"Colombo,Sri Lanka",2022-09-03,27.1,5.059,5117.455720128171,5417.63710330679,2946.059877267297,0,0,0.29371508308407857
