name,datetime,temp,precip,demand_colombo,demand_gampaha,demand_kalutara,demand_kandy,demand_matale,demand_nuwaraeliya,demand_galle,demand_matara,demand_hambantota,demand_jaffna,demand_vanni,demand_batticaloa,demand_digamadulla,demand_trincomalee,demand_kurunegala,demand_puttalam,demand_anuradhapura,demand_polonnaruwa,demand_badulla,demand_monaragala,demand_ratnapura,demand_kegalle,precip_cluster,precip_encoded,demand_scaled
"Colombo,Sri Lanka",2022-02-18,27.3,0.189,5963.858684024064,6311.357060412087,3427.118746987736,4018.203545085857,2625.295867690747,3694.80882083258,5526.120420225843,4188.91892701382,3181.3739208954844,3619.776692562646,1861.7002766173423,2721.5793384967938,3370.860915187347,1908.9896167562829,8173.202662177918,3817.021646870113,4251.465107081959,2014.527116938572,4296.428350143218,2274.0746367732663,5650.63480294659,4343.659023401635,0,0,0.32512142448056847
"Colombo,Sri Lanka",2022-02-19,26.2,119.1,6302.658656597714,6669.8980172422935,3621.8094328345433,4246.473080465233,2774.4359152834227,3904.706672791459,5840.052984024943,4426.886607466624,3362.104124988557,3825.412055360255,1967.461334361374,2876.189139649487,3562.355658125232,2017.437127682885,8637.512932507185,4033.862269324306,4492.985964297392,2128.9700922216707,4540.503517633773,2403.2622090128816,5971.640886036786,4590.417311276556,2,2,0.3750828166219996
"Colombo,Sri Lanka",2022-02-20,26.6,0.0,7048.230416914792,7458.91228515684,4050.2506639877993,4748.808774375498,3102.637263627016,4366.613177042239,6530.900897720296,4950.564283902094,3759.8235680704047,4277.93841851138,2200.201784120626,3216.427365562061,3983.76381674788,2256.0894540374147,9659.285818003616,4511.047209344569,5024.482851087297,2380.816188576344,5077.621484005686,2687.5556371206467,6678.054964597611,5133.439820004003,0,0,0.4850291156249641
"Colombo,Sri Lanka",2022-02-21,27.6,0.0,5477.908290640123,5797.091614366284,3147.8683838405577,3690.790087308604,2411.380074704059,3393.7463887578897,5075.838055338583,3847.5951451662095,2922.1474720022607,3324.8280693793167,1710.0041969954902,2499.818123109352,3096.19458344379,1753.4402812709166,7507.229295047073,3506.0010024976373,3905.044903199703,1850.3783171721807,3946.344426711073,2088.777244116276,5190.206689061756,3989.726624432804,0,0,0.25346038513423264
"Colombo,Sri Lanka",2022-02-22,27.4,0.0,5584.99863386563,5910.421830527981,3209.40762250036,3762.943171342252,2458.521338512444,3460.0924183570705,5175.068128326859,3922.813688965616,2979.273980722198,3389.8267806071062,1743.4339162710398,2548.688306143001,3156.7236253776427,1787.7191540785498,7653.991840023018,3574.5415531578183,3981.386560782621,1886.5522796719893,4023.49346914113,2129.611785354625,5291.672611135087,4067.723766940008,0,0,0.2692525429428845
"Colombo,Sri Lanka",2022-02-23,26.6,5.603,5638.700543806646,5967.252809667673,3240.267311178248,3799.125317220544,2482.160966767372,3493.3625377643502,5224.82839879154,3960.533051359516,3007.92084592145,3422.421268882175,1760.1977039274925,2573.194924471299,3187.0767371601205,1804.9087613293048,7727.587915407856,3608.912145015105,4019.669123867069,1904.6922054380664,4062.18090634441,2150.088821752266,5342.554078549849,4106.836495468278,0,0,0.27717173538238105
"Colombo,Sri Lanka",2022-02-24,28.2,0.411,5960.91200345274,6308.238684505825,3425.4254432455755,4016.218192490288,2623.9987362969355,3692.983254208026,5523.390021579628,4186.849225722916,3179.802037116961,3617.988198532584,1860.7804298662056,2720.234634441087,3369.195407854984,1908.0464048338365,8169.164367716874,3815.135696158825,4249.364502373758,2013.531760034527,4294.305529564091,2272.9510401381094,5647.84288303841,4341.512866637893,0,0,0.3246868900193607
"Colombo,Sri Lanka",2022-02-25,27.8,3.244,5695.364808151813,6027.218751819511,3272.8293105330945,3837.3033760805497,2507.104626051184,3528.467934256952,5277.333591299492,4000.333124093738,3038.147955983153,3456.813764453422,1777.886231136949,2599.053399536451,3219.104215356516,1823.0465975872005,7805.243765543421,3645.1787192364,4060.063465089017,1923.832782559805,4103.002455725644,2171.6954313629103,5396.242316510597,4148.106796487755,0,0,0.28552777363660264
"Colombo,Sri Lanka",2022-02-26,26.6,3.0,8149.876952698966,8624.748870172729,4683.3095098410295,5491.053057825334,3587.5830430763976,5049.119848227911,7551.688233539639,5724.343185972221,4347.488324174891,4946.585122759452,2544.0958582538656,3719.1586690633294,4606.43069176524,2608.7188353775696,11169.043321676549,5216.129086209291,5809.815310384254,2752.940502246568,5871.259572859016,3107.623680051795,7721.842650634351,5935.802379092898,0,0,0.6474842485385227
"Colombo,Sri Lanka",2022-02-27,28.2,5.611,6068.31582333477,6421.900642785209,3487.1448206013515,4088.5824842468696,2671.27799280679,3759.5234930225856,5622.91056250899,4262.287950510717,3237.095767515465,3683.1771750827206,1894.3080051791103,2769.247871097683,3429.9016314199384,1942.425619335347,8316.356518486547,3883.876879873398,4325.929628542654,2049.8116115666808,4371.68040397065,2313.9051129333902,5749.60581786793,4419.738323694432,0,0,0.3405252748983538
"Colombo,Sri Lanka",2022-02-28,28.3,0.0,5531.296723924614,5853.590851388288,3178.547933822471,3726.761025463961,2434.8817102575163,3426.8222989497904,5125.307857862176,3885.094326571715,2950.6271155229456,3357.2322923320376,1726.6701286145872,2524.1816878147024,3126.370513595165,1770.5295468277943,7580.39576463818,3540.170961300531,3943.103997698172,1868.4123539059124,3984.8060319378496,2109.1347489569844,5240.791143720327,4028.611038411738,0,0,0.2613333505033878
"Colombo,Sri Lanka",2022-03-01,29.1,0.0,5638.700543806646,5967.252809667673,3240.267311178248,3799.125317220544,2482.160966767372,3493.3625377643502,5224.82839879154,3960.533051359516,3007.92084592145,3422.421268882175,1760.1977039274925,2573.194924471299,3187.0767371601205,1804.9087613293048,7727.587915407856,3608.912145015105,4019.669123867069,1904.6922054380664,4062.18090634441,2150.088821752266,5342.554078549849,4106.836495468278,0,0,0.27717173538238105
"Colombo,Sri Lanka",2022-03-02,27.7,0.0,6156.136308659956,6514.838197055347,3537.6106762786067,4147.752327826516,2709.9366481234247,3813.9312047107423,5704.285156204458,4323.971654409278,3283.9429207658186,3736.480005138236,1921.7223740441093,2809.324343566429,3479.539065373304,1970.536344875067,8436.710581599466,3940.084230061429,4388.534352904618,2079.4764239781844,4434.94723218796,2347.391878607786,5832.813941514368,4483.700644690418,0,0,0.35347578865445684
"Colombo,Sri Lanka",2022-03-03,29.0,0.0,5215.527209570088,5519.422277068613,2997.091651957419,3514.0084689004866,2295.8796907431474,3231.1925818821323,4832.715351263423,3663.30287151981,2782.1823298219724,3165.575315055859,1628.0983442435186,2380.081729796485,2947.8929254194577,1669.4539251324409,7147.647711390273,3338.070419424575,3718.0008986333473,1761.748818924145,3757.322255835306,1988.7289040660853,4941.605951371455,3798.6265312309415,0,0,0.21476816216192118
"Colombo,Sri Lanka",2022-03-04,28.3,0.0,5474.7388177307685,5793.737464597809,3146.0470529537583,3688.654626367093,2409.9848699259883,3391.782794869549,5072.901216977094,3845.368958101412,2920.456741387899,3322.9043510665865,1709.0148025606618,2498.371748800193,3094.4031505950365,1752.4257550731786,7502.885673611201,3503.9724590084056,3902.785476175039,1849.307703420148,3944.061104120073,2087.568694696013,5187.2036779447135,3987.4182012572137,0,0,0.2529929964337465
"Colombo,Sri Lanka",2022-03-05,27.6,0.0,6115.337321813363,6471.661960438326,3514.165624997526,4120.263642686802,2691.97689802719,3788.654875329291,5666.48075367201,4295.315098769807,3262.179019300412,3711.7169734347726,1908.9864107823585,2790.7059145398102,3456.478876085313,1957.476873416939,8380.797387545757,3913.9718380322574,4359.449916439476,2065.6949664184585,4405.555200446097,2331.8348464731343,5794.157731296328,4453.985506094567,0,0,0.3474593354495422
"Colombo,Sri Lanka",2022-03-06,27.5,0.0,5297.031140266316,5605.67522766735,3043.927712910788,3568.922476863036,2331.757793125175,3281.686977880422,4908.237015945992,3720.549928502234,2825.659966249215,3215.0442988660825,1653.5409139558153,2417.2756717628395,2993.9601495061083,1695.5427655405335,7259.345217759571,3390.2350135666,3776.1027309878377,1789.2799673338936,3816.03856972608,2019.807108868309,5018.829267980677,3857.988314057844,0,0,0.2267872004506477
"Colombo,Sri Lanka",2022-03-07,27.8,0.0,5155.383354337504,5455.7739974104425,2962.530113077254,3473.4860043159247,2269.4043124730247,3193.9314630988333,4776.985964609406,3621.0587898144136,2750.099059128182,3129.070874406559,1609.323615019421,2352.635359516616,2913.8987311178234,1650.2022960725071,7065.223236944323,3299.576818299524,3675.126056107034,1741.4328735433746,3713.993971514889,1965.7954941735,4884.620871817003,3754.821938713853,0,0,0.2058990034269116
"Colombo,Sri Lanka",2022-03-08,28.5,0.203,4725.768074809378,5001.126164292906,2715.652603654149,3184.028837289597,2080.287286433606,2927.770507840597,4378.903800891956,3319.3038906632123,2520.9241375341667,2868.314968206012,1475.2133137678024,2156.582412890231,2671.0738368580046,1512.6854380664647,6476.454633865629,3024.61208344123,3368.865551431448,1596.3134674147598,3404.4944738886475,1801.979202992375,4477.569132498919,3441.9201104876984,0,0,0.14254546391093859
"Colombo,Sri Lanka",2022-03-09,28.0,1.272,5477.594813983599,5796.759872248597,3147.688245144584,3690.578879585671,2411.242082002589,3393.552179542512,5075.5475873974965,3847.374964177816,2921.9802503236942,3324.63780405697,1709.9063409581354,2499.675069486405,3096.017401812688,1753.339939577039,7506.799689253346,3505.800369443245,3904.821434613724,1850.272428139836,3946.11859473457,2088.657712559344,5189.909676305567,3989.4983098834696,0,0,0.2534141580638912
"Colombo,Sri Lanka",2022-03-10,28.1,0.0,4779.469984750395,5057.957143432599,2746.5122923320387,3220.210983167889,2103.926914688534,2961.0406272478776,4428.664071356639,3357.023253057114,2549.5710027334194,2900.9094564810816,1491.9771014242554,2181.0890312185297,2701.426948640483,1529.8750453172206,6550.050709250468,3058.9826752985177,3407.148114515897,1614.453393180837,3443.1819110919287,1822.456239390016,4528.450599913681,3481.032839015969,0,0,0.1504646563504355
"Colombo,Sri Lanka",2022-03-11,28.2,1.135,5155.383354337504,5455.7739974104425,2962.530113077254,3473.4860043159247,2269.4043124730247,3193.9314630988333,4776.985964609406,3621.0587898144136,2750.099059128182,3129.070874406559,1609.323615019421,2352.635359516616,2913.8987311178234,1650.2022960725071,7065.223236944323,3299.576818299524,3675.126056107034,1741.4328735433746,3713.993971514889,1965.7954941735,4884.620871817003,3754.821938713853,0,0,0.2058990034269116
"Colombo,Sri Lanka",2022-03-12,26.6,25.265,5531.296723924614,5853.590851388288,3178.547933822471,3726.761025463961,2434.8817102575163,3426.8222989497904,5125.307857862176,3885.094326571715,2950.6271155229456,3357.2322923320376,1726.6701286145872,2524.1816878147024,3126.370513595165,1770.5295468277943,7580.39576463818,3540.170961300531,3943.103997698172,1868.4123539059124,3984.8060319378496,2109.1347489569844,5240.791143720327,4028.611038411738,0,0,0.2613333505033878
"Colombo,Sri Lanka",2022-03-13,26.6,0.0,5584.99863386563,5910.421830527981,3209.40762250036,3762.943171342252,2458.521338512444,3460.0924183570705,5175.068128326859,3922.813688965616,2979.273980722198,3389.8267806071062,1743.4339162710398,2548.688306143001,3156.7236253776427,1787.7191540785498,7653.991840023018,3574.5415531578183,3981.386560782621,1886.5522796719893,4023.49346914113,2129.611785354625,5291.672611135087,4067.723766940008,0,0,0.2692525429428845
"Colombo,Sri Lanka",2022-03-14,27.4,17.939,5423.892904042583,5739.928893108904,3116.828556466695,3654.39673370738,2387.602453747662,3360.2820601352314,5025.787316932814,3809.6556017839152,2893.333385124442,3292.043315781901,1693.1425533016827,2475.1684511581066,3065.664290030211,1736.1503323262837,7433.203613868508,3471.4297775859577,3866.538871529276,1832.1325023737588,3907.4311575312895,2068.180676161703,5139.028208890806,3950.3855813552,0,0,0.24549496562439466
"Colombo,Sri Lanka",2022-03-15,27.1,0.0,5051.16132251919,5345.479221625586,2902.63914348562,3403.265470947112,2223.525681883084,3129.362447820362,4680.413673282075,3547.854902058812,2694.5026287671267,3065.813090878245,1576.7892784856697,2305.074117132937,2854.99090110856,1616.841549763851,6922.39158498099,3232.8720600870333,3600.8291360858225,1706.2277956895246,3638.911291669834,1926.0546666810749,4785.872616462804,3678.913874333057,0,0,0.19052982331188217
"Colombo,Sri Lanka",2022-03-16,28.4,0.0,5336.426199515475,5647.365733514442,3066.566000174897,3595.4652531293286,2349.099533051257,3306.0935274187154,4944.740537056572,3748.2203878579694,2846.674953482756,3238.9552137330343,1665.8386219645554,2435.253424920972,3016.226818203375,1708.1528495553682,7313.33439157994,3415.448856130741,3804.186347428632,1802.587193298759,3844.419196830319,2034.8288103872733,5056.155285354926,3886.680929636319,0,0,0.2325966224191054
"Colombo,Sri Lanka",2022-03-17,29.2,0.047,5262.787174219535,5569.435955689826,3024.24949043303,3545.850296072506,2316.6835689828795,3260.4717019133923,4876.5065055387695,3696.497514602214,2807.3927895266856,3194.259850956696,1642.8511903323256,2401.6485961732114,2974.604954682778,1684.5815105740176,7212.415387713996,3368.318002014097,3751.69118227593,1777.712725075528,3791.3688459214486,2006.7495669687808,4986.383806646523,3833.047395770391,0,0,0.22173738830590473
"Colombo,Sri Lanka",2022-03-18,28.4,0.01,5226.875064536255,5531.4313417289,3003.612672751696,3521.6541884706576,2300.875026536338,3238.2229554788178,4843.230290730766,3671.2734232996713,2788.2357545860737,3172.4629197248214,1631.6407327957693,2385.260270947186,2954.306900465369,1673.0862944507985,7163.19944112323,3345.3333359935805,3726.090461445781,1765.5820018950412,3765.497373384714,1993.055946427011,4952.357813145509,3806.8915179168416,0,0,0.2164415821082747
"Colombo,Sri Lanka",2022-03-19,29.4,0.7,6464.315209688652,6840.973872953877,3714.7050282911337,4355.39064024183,2845.597272937929,4004.85828434889,5989.844189086895,4540.431584099359,3448.3385529643647,3923.529843537584,2017.924644367797,2949.960360286132,3653.726326910172,2069.1822641258204,8859.05603741353,4137.326585834598,4608.226319780384,2183.575931676736,4656.962648288039,2464.903352227269,6124.807182124084,4708.156678140907,0,0,0.3989216215069461
"Colombo,Sri Lanka",2022-03-20,29.3,0.028,6068.31582333477,6421.900642785209,3487.1448206013515,4088.5824842468696,2671.27799280679,3759.5234930225856,5622.91056250899,4262.287950510717,3237.095767515465,3683.1771750827206,1894.3080051791103,2769.247871097683,3429.9016314199384,1942.425619335347,8316.356518486547,3883.876879873398,4325.929628542654,2049.8116115666808,4371.68040397065,2313.9051129333902,5749.60581786793,4419.738323694432,0,0,0.3405252748983538
"Colombo,Sri Lanka",2022-03-21,28.9,0.0,5919.873430875805,6264.808902127429,3401.842714532572,3988.56808430519,2605.933520350293,3667.55849349768,5485.36361854935,4158.024388899459,3157.910330511508,3593.079749761327,1847.969676633048,2701.5068715740726,3345.9998011775083,1894.910243652531,8112.922832092247,3788.8699631523687,4220.109272060761,1999.6693730000804,4264.740897668758,2257.302651742089,5608.959670213855,4311.623230493623,0,0,0.31863510612497126
"Colombo,Sri Lanka",2022-03-22,29.3,0.0,5799.806273629692,6137.745747086748,3332.846377211911,3907.671754855415,2553.079851532153,3593.172895986188,5374.109210185583,4073.691138541216,3093.861441519205,3520.204733707379,1810.4890668968487,2646.714779456193,3278.136072507552,1856.4775830815704,7948.376141562364,3712.023920586965,4134.516813120414,1959.1119827362968,4178.24321795425,2211.519930945188,5495.198480794129,4224.174681053085,0,0,0.30092931270087087
"Colombo,Sri Lanka",2022-03-23,29.0,0.0,5101.6814443964895,5398.943018270753,2931.670424399367,3437.303858437635,2245.7646842180984,3160.661343691555,4727.225694144728,3583.3394274205148,2721.452193928931,3096.476386131492,1592.5598273629694,2328.1287411883186,2883.545619335347,1633.0126888217524,6991.627161559489,3265.2062264422384,3636.843493022586,1723.2929477772984,3675.30653431161,1945.31845777586,4833.739404402244,3715.709210185585,0,0,0.19797981098741524
"Colombo,Sri Lanka",2022-03-24,29.1,0.0,4672.802835011195,4945.074779129781,2685.2162409118023,3148.3430295602,2056.9719410271323,2894.956780089457,4329.82613008883,3282.101953592039,2492.6702432795464,2836.1676034384604,1458.679487799135,2132.4119705758603,2641.137101908619,1495.7316337963216,6403.868132096055,2990.7129792617666,3331.1081395240503,1578.422380874695,3366.3377418301507,1781.783065753524,4427.385645061205,3403.343921150365,0,0,0.13473490508674424
"Colombo,Sri Lanka",2022-03-25,28.8,0.0,5101.838182724752,5399.108889329596,2931.7604937473543,3437.409462299101,2245.833680568833,3160.7584482992443,4727.370928115271,3583.449517914712,2721.5358047682143,3096.5715187926653,1592.6087553816467,2328.200267999792,2883.6342101508985,1633.062859668691,6991.841964456353,3265.3065429694343,3636.955227315576,1723.3458922934708,3675.419450299861,1945.3782235543256,4833.887910780339,3715.823367460252,0,0,0.19800292452258583
"Colombo,Sri Lanka",2022-03-26,28.7,0.088,4575.634027964672,4842.244200992893,2629.378391979594,3082.874669957377,2014.198146220252,2834.757472156992,4239.789367435952,3213.8521380753014,2440.8363006862337,2777.190789662954,1428.3469121058708,2088.069434708501,2586.215858599161,1464.6285755999045,6270.702610491605,2928.5224647731056,3261.8392626873624,1545.5998062486117,3296.3362814564134,1744.7316982920606,4335.320176721266,3332.5729341295905,0,0,0.1204058340543932
"Colombo,Sri Lanka",2022-03-27,29.1,0.087,4618.8031222464815,4887.928644978285,2654.1854204727383,3111.960236345122,2033.2012197058089,2861.502161927568,4279.789915080116,3244.1734192591643,2463.8645174856565,2803.3923631071616,1441.8227369071951,2107.769451305762,2610.615667576594,1478.4467019363826,6329.863931207176,2956.1517860028066,3292.613281282922,1560.1818605278895,3327.4357642491923,1761.192474376798,4376.222015528064,3364.014293800228,0,0,0.12677179693042329
"Colombo,Sri Lanka",2022-03-28,29.2,1.386,4833.171894691411,5114.788122572291,2777.3719810099265,3256.39312904618,2127.566542943461,2994.310746655157,4478.42434182132,3394.742615451013,2578.217867932671,2933.50394475615,1508.7408890807076,2205.595649546828,2731.78006042296,1547.0646525679758,6623.646784635304,3093.353267155804,3445.430677600345,1632.593318946914,3481.869348295209,1842.9332757876564,4579.332067328442,3520.145567544238,0,0,0.15838384878993206
"Colombo,Sri Lanka",2022-03-29,28.7,0.0,4618.364254927347,4887.464206013522,2653.933226298373,3111.664545533016,2033.008029923752,2861.2302690260385,4279.383259962594,3243.8651658754125,2463.630407135663,2803.125991655876,1441.685738454898,2107.569176233635,2610.3676132930505,1478.3062235649545,6329.262483095956,2955.8708997266567,3292.300425262551,1560.0336158826065,3327.119599482088,1761.0251301970934,4375.806197669399,3363.69465343116,0,0,0.12670707903194545
"Colombo,Sri Lanka",2022-03-30,28.3,0.535,4779.469984750395,5057.957143432599,2746.5122923320387,3220.210983167889,2103.926914688534,2961.0406272478776,4428.664071356639,3357.023253057114,2549.5710027334194,2900.9094564810816,1491.9771014242554,2181.0890312185297,2701.426948640483,1529.8750453172206,6550.050709250468,3058.9826752985177,3407.148114515897,1614.453393180837,3443.1819110919287,1822.456239390016,4528.450599913681,3481.032839015969,0,0,0.1504646563504355
"Colombo,Sri Lanka",2022-03-31,28.2,0.0,4725.768074809378,5001.126164292906,2715.652603654149,3184.028837289597,2080.287286433606,2927.770507840597,4378.903800891956,3319.3038906632123,2520.9241375341667,2868.314968206012,1475.2133137678024,2156.582412890231,2671.0738368580046,1512.6854380664647,6476.454633865629,3024.61208344123,3368.865551431448,1596.3134674147598,3404.4944738886475,1801.979202992375,4477.569132498919,3441.9201104876984,0,0,0.14254546391093859
"Colombo,Sri Lanka",2022-04-01,28.5,1.22,4886.873804632426,5171.619101711983,2808.2316696878142,3292.5752749244707,2151.2061711983883,3027.5808660624366,4528.184612286001,3432.4619778449137,2606.864733131923,2966.098433031218,1525.5046767371598,2230.1022678751256,2762.1331722054374,1564.254259818731,6697.242860020141,3127.723859013091,3483.713240684793,1650.7332447129909,3520.556785498489,1863.410312185297,4630.213534743201,3559.258296072507,0,0,0.16630304122942863
"Colombo,Sri Lanka",2022-04-02,28.6,0.849,4941.955011862147,5229.9097461695,2839.8839686279903,3329.686734783666,2175.452967339781,3061.70550601738,4579.222941691464,3471.150136587747,2636.2473737168666,2999.530088724613,1542.699030957974,2255.238322144393,2793.265883164766,1581.8853705225465,6772.729200897381,3162.977236309704,3522.979065547548,1669.3390822213864,3560.237883398382,1884.4132874334368,4682.401858285195,3599.375608617847,0,0,0.17442563277842682
"Colombo,Sri Lanka",2022-04-03,29.1,1.642,4727.131698265258,5002.569242504846,2716.436206981639,3184.947590884356,2080.8875546849977,2928.615317927492,4380.167336435684,3320.2616779627265,2521.6515518359306,2869.142622358222,1475.6389875302968,2157.2046961500528,2671.844576953301,1513.121924434831,6478.323419068347,3025.484837227837,3369.8376397804554,1596.7740847054615,3405.476842986436,1802.499165265028,4478.861137988343,3442.9132787773024,0,0,0.14274655166692318
"Colombo,Sri Lanka",2022-04-04,28.2,0.106,4693.790097165474,4967.284913908955,2697.276526607295,3162.483386610556,2066.2105523905043,2907.959087059017,4349.272958744592,3296.843070765013,2503.865734659561,2848.9058667695926,1465.230949500051,2141.9894106321963,2652.999412110932,1502.4495102014057,6432.63023998615,3004.1453622533377,3346.069361355332,1585.511651590205,3381.457192657025,1789.7857034900965,4447.27064908808,3418.629580228293,0,0,0.1378298074460913
"Colombo,Sri Lanka",2022-04-05,27.2,9.343,4940.5757145734415,5228.450080851675,2839.0913583657025,3328.7574208027613,2174.845799453316,3060.850985469716,4577.944882750682,3470.181340238814,2635.511598331175,2998.6929213062863,1542.268464393612,2254.6088862034235,2792.4862839879147,1581.4438670694865,6770.838935404977,3162.0944508703774,3521.9958037692413,1668.8731704790675,3559.2442227017686,1883.8873485829367,4681.095002157962,3598.3710246007763,0,0,0.1742222336689252
"Colombo,Sri Lanka",2022-04-06,27.5,0.023,5163.768854899519,5464.6480990585815,2967.348823194572,3479.135810904379,2273.0956172373294,3199.126559610196,4784.755982033478,3626.948631253952,2754.572239029831,3134.160471779341,1611.9412640186667,2356.4620439304617,2918.638339749816,1652.8864363837242,7076.715191926549,3304.9437525045205,3681.103840781968,1744.265405158608,3720.034976886343,1968.9929633214208,4892.565963045066,3760.929352908544,0,0,0.20713557755854006
"Colombo,Sri Lanka",2022-04-07,27.9,0.271,5209.085264278521,5512.604976550137,2993.389801755144,3509.668150194216,2293.0439407279528,3227.201582506114,4826.74623507409,3658.778152208315,2778.7459243274348,3161.6653626816283,1626.0874026758738,2377.1419778449144,2944.2518429003017,1667.3919033232628,7138.819312329162,3333.947410156812,3713.408619191483,1759.5727993094515,3752.6814087181697,1986.2725305711408,4935.502339231764,3793.9346672421234,0,0,0.21381819586640838
"Colombo,Sri Lanka",2022-04-08,25.1,75.114,5067.101610503434,5362.348308309994,2911.7991961759226,3414.005383658249,2230.5426107528,3139.237986422336,4695.18396808634,3559.051105318644,2703.005851122224,3075.4880825195905,1581.7652579851708,2312.3483938598183,2864.000587050122,1621.943924897511,6944.237039592063,3243.074250902888,3612.192513682845,1711.6122529842771,3650.3948476750106,1932.132846351048,4800.975715115031,3690.5236691667033,1,1,0.19288046983873508
