name,datetime,temp,precip,demand_colombo,demand_gampaha,demand_kalutara,demand_kandy,precip_cluster,precip_encoded,demand_scaled
"Colombo,Sri Lanka",2022-03-04,28.3,0.0,5068.050884372085,5365.334262615431,2917.618086595518,3409.202853933594,0,0,0.28552777363660264
"Colombo,Sri Lanka",2022-03-05,27.6,0.0,7252.21166491934,7677.614257093616,4175.014103870666,4878.455498861229,0,0,0.647484248538523
"Colombo,Sri Lanka",2022-03-06,27.5,0.0,5399.923343116097,5716.673804056969,3108.673210185584,3632.4485472593865,0,0,0.34052527489835405
"Colombo,Sri Lanka",2022-03-07,27.8,0.0,4922.054020716442,5210.77346741476,2833.569386275356,3310.9929236081134,0,0,0.261333350503388
"Colombo,Sri Lanka",2022-03-08,28.5,0.203,5017.627885196374,5311.953534743203,2888.5901510574017,3375.284048338369,0,0,0.2771717353823814
"Colombo,Sri Lanka",2022-03-09,28.0,1.272,5478.07087243349,5799.405336583264,3153.661836022444,3685.0172341283865,0,0,0.35347578865445706
"Colombo,Sri Lanka",2022-03-10,28.1,0.0,4641.064826803591,4913.301917913515,2671.807167820518,3121.9756497748654,0,0,0.2147681621619213
"Colombo,Sri Lanka",2022-03-11,28.2,1.135,4871.725664911441,5157.492934534882,2804.5959358275545,3277.137783208224,0,0,0.2529929964337466
"Colombo,Sri Lanka",2022-03-12,26.6,25.265,5441.765675429532,5760.970537517416,3132.7613553775486,3660.595265197455,0,0,0.34745933544954233
"Colombo,Sri Lanka",2022-03-13,26.6,0.0,4713.591536146879,4990.082922578291,2713.5599528199227,3170.763294200852,0,0,0.22678720045064815
"Colombo,Sri Lanka",2022-03-14,27.4,17.939,4587.545495036684,4856.6432317652125,2640.996709538196,3085.9739870522217,0,0,0.2058990034269116
"Colombo,Sri Lanka",2022-03-15,27.1,0.0,4205.25003711696,4451.922962451445,2420.913650410012,2828.809488131203,0,0,0.1425454639109387
"Colombo,Sri Lanka",2022-03-16,28.4,0.0,4874.2670884764775,5160.183433750539,2806.059003884333,3278.8473612429866,0,0,0.25341415806389145
"Colombo,Sri Lanka",2022-03-17,29.2,0.047,4253.036969356926,4502.512996115666,2448.4240328010355,2860.955050496332,0,0,0.1504646563504357
"Colombo,Sri Lanka",2022-03-18,28.4,0.01,4587.545495036684,4856.6432317652125,2640.996709538196,3085.9739870522217,0,0,0.2058990034269116
"Colombo,Sri Lanka",2022-03-19,29.4,0.7,4922.054020716442,5210.77346741476,2833.569386275356,3310.9929236081134,0,0,0.261333350503388
"Colombo,Sri Lanka",2022-03-20,29.3,0.028,4969.840952956409,5261.363501078981,2861.079768666378,3343.138485973241,0,0,0.2692525429428847
"Colombo,Sri Lanka",2022-03-21,28.9,0.0,4826.480156236512,5109.593400086318,2778.54862149331,3246.701798877859,0,0,0.24549496562439477
"Colombo,Sri Lanka",2022-03-22,29.3,0.0,4494.802961709963,4758.460576734261,2587.6059092474725,3023.587456902443,0,0,0.19052982331188217
"Colombo,Sri Lanka",2022-03-23,29.0,0.0,4748.647440657477,5027.195147745106,2733.741230272657,3194.344882553345,0,0,0.2325966224191054
"Colombo,Sri Lanka",2022-03-24,29.1,0.0,4683.119359516614,4957.823299093654,2696.0174743202406,3150.265111782476,0,0,0.22173738830590473
"Colombo,Sri Lanka",2022-03-25,28.8,0.0,4651.162776335234,4923.992196255304,2677.620440193512,3128.768391037253,0,0,0.2164415821082748
"Colombo,Sri Lanka",2022-03-26,28.7,0.088,5752.305518415744,6089.726127683037,3311.5355396105783,3869.490823494489,0,0,0.3989216215069462
"Colombo,Sri Lanka",2022-03-27,29.1,0.087,5399.923343116097,5716.673804056969,3108.673210185584,3632.4485472593865,0,0,0.34052527489835405
"Colombo,Sri Lanka",2022-03-28,29.2,1.386,5267.831084986613,5576.833235258858,3032.629229923619,3543.5920393687074,0,0,0.31863510612497137
"Colombo,Sri Lanka",2022-03-29,28.7,0.0,5160.988681916269,5463.723635735864,2971.1212982304696,3471.7207354337497,0,0,0.300929312700871
"Colombo,Sri Lanka",2022-03-30,28.3,0.535,4539.75856279672,4806.053198100993,2613.486327147173,3053.828424687096,0,0,0.19797981098741535
"Colombo,Sri Lanka",2022-03-31,28.2,0.0,4158.118634749906,4402.026910944772,2393.780648960331,2797.1048910137733,0,0,0.13473490508674435
"Colombo,Sri Lanka",2022-04-01,28.5,1.22,4539.898037237765,4806.200853879194,2613.56662096448,3053.9222470802224,0,0,0.19800292452258583
"Colombo,Sri Lanka",2022-04-02,28.6,0.849,4071.652451270201,4310.488765932888,2344.003070448403,2738.9403685547054,0,0,0.1204058340543932
"Colombo,Sri Lanka",2022-04-03,29.1,1.642,4110.066701071955,4351.156331301967,2366.1177083164253,2764.7810661017043,0,0,0.1267717969304234
"Colombo,Sri Lanka",2022-04-04,28.2,0.106,4300.823901596892,4553.103029779887,2475.9344151920586,2893.1006128614586,0,0,0.15838384878993217
"Colombo,Sri Lanka",2022-04-05,27.2,9.343,4109.67617263703,4350.742895123002,2365.8928856279667,2764.5183634009486,0,0,0.12670707903194556
"Colombo,Sri Lanka",2022-04-06,27.5,0.023,4253.036969356926,4502.512996115666,2448.4240328010355,2860.955050496332,0,0,0.1504646563504357
"Colombo,Sri Lanka",2022-04-07,27.9,0.271,4205.25003711696,4451.922962451445,2420.913650410012,2828.809488131203,0,0,0.1425454639109387
"Colombo,Sri Lanka",2022-04-08,25.1,75.114,4348.610833836858,4603.693063444108,2503.4447975830813,2925.246175226586,1,1,0.16630304122942874
"Colombo,Sri Lanka",2022-04-09,26.5,5.198,4397.625141158017,4655.582467956502,2531.6617655664018,2958.21737465123,0,0,0.17442563277842682
"Colombo,Sri Lanka",2022-04-10,24.4,209.943,4206.46346475405,4453.207567721797,2421.6122066205794,2829.625742951407,2,2,0.14274655166692318
"Colombo,Sri Lanka",2022-04-11,27.3,30.28,4176.794262405803,4421.798019645951,2404.5319910976777,2809.667709453465,1,1,0.13782980744609152
"Colombo,Sri Lanka",2022-04-12,27.6,36.238,4396.397766076822,4654.283097108329,2530.955179974104,2957.391737591713,1,1,0.1742222336689253
"Colombo,Sri Lanka",2022-04-13,27.2,1.831,4595.00737763258,4864.542815898992,2645.292428764096,3090.9934850845107,0,0,0.20713557755854017
"Colombo,Sri Lanka",2022-04-14,28.3,27.656,4635.33242727665,4907.233265429434,2668.507091929219,3118.11954941735,1,1,0.21381819586640838
"Colombo,Sri Lanka",2022-04-15,28.9,0.0,4508.987512364217,4773.477169377353,2595.7717904675487,3033.129194283449,0,0,0.1928804698387352
"Colombo,Sri Lanka",2022-04-16,29.3,0.027,4456.02607836149,4717.409106341856,2565.282507454453,2997.5028211333133,0,0,0.18410376524440808
"Colombo,Sri Lanka",2022-04-17,28.6,0.005,4228.151740336513,4476.168041232128,2434.097895211747,2844.215125082639,0,0,0.14634070638595575
"Colombo,Sri Lanka",2022-04-18,28.6,0.004,4636.810856351725,4908.79841667837,2669.358206392668,3119.1140667844948,0,0,0.21406319933921703
"Colombo,Sri Lanka",2022-04-19,28.2,22.45,5243.512719944447,5551.088395645297,3018.6294293489555,3527.2334349670823,0,0,0.3146050961712925
"Colombo,Sri Lanka",2022-04-20,29.0,65.498,4970.161744170811,5261.703109368845,2861.2644444461835,3343.354277477433,1,1,0.2693057040737771
"Colombo,Sri Lanka",2022-04-21,29.3,22.636,4782.472981348861,5063.004838011359,2753.214201551295,3217.098823366471,0,0,0.23820214998802236
"Colombo,Sri Lanka",2022-04-22,28.4,17.853,7164.375643179371,7584.625921402965,4124.4479253673335,4819.369506469663,0,0,0.6329281695714599
"Colombo,Sri Lanka",2022-04-23,28.4,1.179,5520.209089811142,5844.015311230325,3177.920318812551,3713.3629895718746,0,0,0.3604588829195432
"Colombo,Sri Lanka",2022-04-24,29.0,0.647,9379.404110021853,9929.584248965402,5399.614111466955,6309.386387316183,0,0,1.0000000000000002
"Colombo,Sri Lanka",2022-04-25,28.7,6.915,5487.743424919946,5809.645264801538,3159.230212252653,3691.523817091737,0,0,0.35507871231854016
"Colombo,Sri Lanka",2022-04-26,28.8,0.1,5427.481500174532,5745.848476461324,3124.5381214308254,3650.9865118213593,0,0,0.3450921792547106
"Colombo,Sri Lanka",2022-04-27,29.1,64.21,5138.739519831605,5440.169375060337,2958.312713788276,3456.754053250157,1,1,0.2972422085511164
"Colombo,Sri Lanka",2022-04-28,28.5,22.401,4973.276009190139,5265.000051959256,2863.057290681185,3345.449197483965,0,0,0.26982179629480085
"Colombo,Sri Lanka",2022-04-29,28.9,2.718,4300.823901596892,4553.103029779887,2475.9344151920586,2893.1006128614586,0,0,0.15838384878993217
"Colombo,Sri Lanka",2022-04-30,29.5,13.251,4110.0527536278505,4351.141565724147,2366.109678934694,2764.771683862391,0,0,0.12676948557690615
"Colombo,Sri Lanka",2022-05-01,30.1,15.795,4444.254435537311,4704.946958661651,2558.50570927378,2989.584211153404,0,0,0.18215298287600723
"Colombo,Sri Lanka",2022-05-02,30.6,1.646,4444.240488093205,4704.932193083831,2558.4976798920493,2989.57482891409,0,0,0.18215067152248998
"Colombo,Sri Lanka",2022-05-03,30.8,0.0,4948.452547422192,5238.720487491783,2848.76671178242,3328.750821987232,0,0,0.26570808232446896
"Colombo,Sri Lanka",2022-05-04,30.5,1.076,5166.566663312055,5469.628812179794,2974.332477395466,3475.472960998876,0,0,0.3018536890110165
"Colombo,Sri Lanka",2022-05-05,29.3,3.89,4425.390517386003,4684.976514659898,2547.645970483069,2976.894732482991,0,0,0.17902687724417976
"Colombo,Sri Lanka",2022-05-06,28.7,48.927,4788.762282393973,5069.663058924115,2756.8348791845538,3221.329543136543,1,1,0.23924440532753788
"Colombo,Sri Lanka",2022-05-07,30.0,5.601,4556.2025993959005,4823.461814350949,2622.9529682076154,3064.8900848367566,0,0,0.20070489678403236
"Colombo,Sri Lanka",2022-05-08,30.7,0.0,4262.060965692524,4512.066324965304,2453.6190427807696,2867.025359331641,0,0,0.1519601020759751
"Colombo,Sri Lanka",2022-05-09,30.6,7.385,4492.84434205929,4756.38706773466,2586.478354641582,3022.269922438961,0,0,0.19020524323941457
"Colombo,Sri Lanka",2022-05-10,30.1,8.769,4350.0055782473055,4605.169621226123,2504.247735756147,2926.184399157855,0,0,0.166534176581135
"Colombo,Sri Lanka",2022-05-11,29.5,0.66,5100.81542306552,5400.0207142832205,2936.480251335359,3431.243074399003,0,0,0.29095747324154275
"Colombo,Sri Lanka",2022-05-12,29.1,19.812,4804.408325941175,5086.226873185931,2765.8421249045487,3231.854405165527,0,0,0.24183724868364276
"Colombo,Sri Lanka",2022-05-13,27.4,30.741,4338.7330546728645,4593.235870295053,2497.7582747359784,2918.601539313349,1,1,0.1646661076493089
"Colombo,Sri Lanka",2022-05-14,28.1,2.254,4198.919889985542,4445.2214994893575,2417.269458158828,2824.551291803144,0,0,0.14149643960755187
"Colombo,Sri Lanka",2022-05-15,28.4,21.519,3947.6805943475424,4179.24492747849,2272.6339109354767,2655.5463344238624,0,0,0.09986136831797998
"Colombo,Sri Lanka",2022-05-16,27.9,26.88,3511.40354651345,3717.376598580096,2021.4742768733272,2362.069218562981,0,0,0.027562065207575093
"Colombo,Sri Lanka",2022-05-17,28.5,11.746,3392.872189037548,3591.892390159688,1953.237149762624,2282.334927924039,0,0,0.00791919243949657
"Colombo,Sri Lanka",2022-05-18,28.0,31.259,3551.240435613863,3759.550252886832,2044.407911677877,2388.866904519876,1,1,0.03416378614234605
"Colombo,Sri Lanka",2022-05-19,28.6,17.126,4163.931730203451,4408.180992843383,2397.127180560214,2801.0152743273115,0,0,0.13569824421332
"Colombo,Sri Lanka",2022-05-20,28.8,8.169,5078.804363776639,5376.718523114766,2923.8087399098526,3416.436560443677,0,0,0.28730982719825804
"Colombo,Sri Lanka",2022-05-21,28.9,1.433,3853.287281386455,4079.314660844112,2218.2927759642043,2592.049349235432,0,0,0.0842186230045382
"Colombo,Sri Lanka",2022-05-22,29.3,0.467,3440.659121277514,3642.48242382391,1980.7475321536467,2314.480490289167,0,0,0.01583838487899325
"Colombo,Sri Lanka",2022-05-23,29.0,3.135,3591.447928229052,3802.116249689932,2067.554898625555,2415.913889978506,0,0,0.04082692304199853
"Colombo,Sri Lanka",2022-05-24,28.1,29.549,3849.685852069477,4075.501977714122,2216.2194748958955,2589.626721012905,1,1,0.0836217985070965
"Colombo,Sri Lanka",2022-05-25,28.0,40.015,4023.307621266055,4259.30810915586,2316.171512788153,2706.41951661707,1,1,0.11239418747421392
"Colombo,Sri Lanka",2022-05-26,27.2,45.073,4481.576799714886,4744.458590224239,2579.9917612577456,3014.6904133942094,1,1,0.1883379997909873
"Colombo,Sri Lanka",2022-05-27,27.2,38.392,5446.3862644121455,5765.862162512407,3135.421374839462,3663.70346704976,1,1,0.3482250538504097
"Colombo,Sri Lanka",2022-05-28,27.8,11.471,4714.556898528109,4991.10491150027,2714.1157007411366,3171.4126791932786,0,0,0.22694717913336437
"Colombo,Sri Lanka",2022-05-29,26.5,38.42,4839.893612480992,5123.793667212783,2786.270592609135,3255.724832456864,1,1,0.24771782732109038
"Colombo,Sri Lanka",2022-05-30,26.9,18.478,5153.600521524927,5455.902098227706,2966.8680200222893,3466.7508292378284,0,0,0.29970495572354694
"Colombo,Sri Lanka",2022-05-31,25.6,147.176,4655.798309007956,4928.899641512242,2680.289062564421,3131.886645288819,2,2,0.2172097769593383
"Colombo,Sri Lanka",2022-06-01,27.9,1.413,5166.889447018472,5469.970529837919,2974.518300229804,3475.6900928229693,0,0,0.30190718033526853
"Colombo,Sri Lanka",2022-06-02,28.5,13.786,4683.048626050086,4957.748416520424,2695.976753884321,3150.217530425962,0,0,0.2217256664416397
"Colombo,Sri Lanka",2022-06-03,28.7,7.685,4462.547504726342,4724.313068656907,2569.0368169408,3001.889688171947,0,0,0.18518448811031485
"Colombo,Sri Lanka",2022-06-04,28.6,1.17,4320.81058899861,4574.262102796161,2487.440519212087,2906.545361796543,0,0,0.16169601837988323
"Colombo,Sri Lanka",2022-06-05,28.4,7.43,4116.189629033821,4357.638419965013,2369.6426068961823,2768.899869159975,0,0,0.12778648112441393
"Colombo,Sri Lanka",2022-06-06,28.3,6.415,4296.762206624467,4548.803082581834,2473.5961445266385,2890.368370741613,0,0,0.1577107496264274
"Colombo,Sri Lanka",2022-06-07,28.1,1.072,5095.252385359847,5394.13135810124,2933.27767507936,3427.500901233141,0,0,0.29003557338159414
"Colombo,Sri Lanka",2022-06-08,28.3,2.994,5289.013267597285,5599.257929231144,3044.8235666634173,3557.840980244879,0,0,0.3221453917306706
"Colombo,Sri Lanka",2022-06-09,28.9,4.134,5741.8548977974615,6078.662491159226,3305.519238585253,3862.460845609482,0,0,0.3971897573359472
"Colombo,Sri Lanka",2022-06-10,28.7,6.0,5648.672023735441,5980.01366574281,3251.874939242748,3799.7781047614026,0,0,0.38174760448845046
"Colombo,Sri Lanka",2022-06-11,27.6,12.755,4986.471287558984,5278.9693432612485,2870.6536593256515,3354.3254660337216,0,0,0.27200850181862246
"Colombo,Sri Lanka",2022-06-12,27.8,4.083,5983.571077850124,6334.55733757132,3444.672438668366,4025.0597440180486,0,0,0.4372466694634044
"Colombo,Sri Lanka",2022-06-13,28.2,0.205,5514.283418558754,5837.742050025023,3174.508978631556,3709.376878183884,0,0,0.35947688786815124
"Colombo,Sri Lanka",2022-06-14,28.8,0.0,7930.521699036468,8395.712821957448,4565.509319686667,5334.744623995065,0,0,0.7598929645205583
"Colombo,Sri Lanka",2022-06-15,29.1,3.608,4798.400962516175,5079.867127881968,2762.3837554877027,3227.8133406615625,0,0,0.24084171570450807
"Colombo,Sri Lanka",2022-06-16,27.5,24.185,4684.251094981092,4959.021420265346,2696.669001294957,3151.026413486706,0,0,0.2219249381341465
"Colombo,Sri Lanka",2022-06-17,28.4,6.917,4503.58387401974,4767.756562656175,2592.660978574186,3029.494246709733,0,0,0.19198498544755316
"Colombo,Sri Lanka",2022-06-18,27.5,14.41,4460.503207919028,4722.148856822124,2567.8599389899928,3000.514519952687,0,0,0.18484570972338532
"Colombo,Sri Lanka",2022-06-19,27.7,8.829,4643.388072492995,4915.761441304701,2673.1446334059387,3123.53846278038,0,0,0.21515316761919223
"Colombo,Sri Lanka",2022-06-20,28.4,1.572,4677.018348966913,4951.3644134814695,2692.505193340346,3146.1610522431256,0,0,0.2207263362388696
"Colombo,Sri Lanka",2022-06-21,29.3,0.015,4698.071019596615,4973.651998516853,2704.6249715355025,3160.32287232568,0,0,0.22421515927619617
"Colombo,Sri Lanka",2022-06-22,29.3,2.911,4629.3041426854925,4900.851371758738,2665.036678439776,3114.064411554414,0,0,0.2128191958569976
"Colombo,Sri Lanka",2022-06-23,28.5,6.735,4358.482635524806,4614.143928488384,2509.1278792665853,2931.8867901801173,0,0,0.16793898422946985
"Colombo,Sri Lanka",2022-06-24,28.6,3.715,4480.082430703693,4742.876564029224,2579.131470358033,3013.6851734678507,0,0,0.18809035477130231
"Colombo,Sri Lanka",2022-06-25,29.0,0.198,5099.953670269065,5399.108412510762,2935.984150249858,3430.663386041469,0,0,0.29081466461352423
"Colombo,Sri Lanka",2022-06-26,29.2,3.444,4883.427570515098,5169.881254325986,2811.3325870995736,3285.0094819915707,0,0,0.25493222203456234
"Colombo,Sri Lanka",2022-06-27,29.4,0.0,4638.191653318069,4910.260208882565,2670.153115184003,3120.0429084764514,0,0,0.21429202333740638
"Colombo,Sri Lanka",2022-06-28,29.4,0.001,4348.610833836858,4603.693063444108,2503.4447975830813,2925.246175226586,0,0,0.16630304122942874
"Colombo,Sri Lanka",2022-06-29,29.1,0.002,4255.572415445919,4505.197167226543,2449.8836596942147,2862.660607571388,0,0,0.15088482740050158
"Colombo,Sri Lanka",2022-06-30,28.3,0.066,5307.15988862322,5618.469000659288,3055.270365822266,3570.047943750639,0,0,0.3251526277530491
"Colombo,Sri Lanka",2022-07-01,28.4,0.013,4636.233033667398,4908.186699882965,2669.0255605781126,3118.725374012969,0,0,0.21396744326493866
"Colombo,Sri Lanka",2022-07-02,29.2,0.018,5170.823622501943,5474.13547746733,2976.783159405115,3478.3365544690982,0,0,0.30255914712376
"Colombo,Sri Lanka",2022-07-03,27.9,1.12,4997.409072474918,5290.548720324636,2876.950415184285,3361.683152134723,0,0,0.2738210982660392
"Colombo,Sri Lanka",2022-07-04,28.5,1.0,4561.68394492896,4829.264686434268,2626.108515227763,3068.577304886644,0,0,0.20161325871623814
"Colombo,Sri Lanka",2022-07-05,28.2,0.042,4109.885384298597,4350.964378790305,2366.0133263539265,2764.6590969906392,0,0,0.1267417493347015
"Colombo,Sri Lanka",2022-07-06,28.6,0.0,4150.277182425166,4393.725492157457,2389.266415845903,2791.8300620401883,0,0,0.13343542912011552
"Colombo,Sri Lanka",2022-07-07,28.3,0.007,4585.907666600415,4854.9093310554745,2640.0538307121096,3084.872244092932,0,0,0.20562758448533658
"Colombo,Sri Lanka",2022-07-08,28.4,0.0,4495.999453164925,4759.727252374403,2588.294715494509,3024.392319003482,0,0,0.1907281044243102
"Colombo,Sri Lanka",2022-07-09,28.3,0.0,4255.798563289613,4505.436580524056,2450.013850383705,2862.812733880244,0,0,0.15092230434681408
"Colombo,Sri Lanka",2022-07-10,28.3,0.011,4205.4981023728205,4452.185578799819,2421.056458699365,2828.9763579589803,0,0,0.14258657298420685
"Colombo,Sri Lanka",2022-07-11,27.9,0.638,4061.889240397066,4300.152861458783,2338.382503236945,2732.3728010358227,0,0,0.11878788659244932
"Colombo,Sri Lanka",2022-07-12,28.7,0.0,4061.9031878411697,4300.167627036603,2338.390532618675,2732.382183275135,0,0,0.11879019794596624
"Colombo,Sri Lanka",2022-07-13,28.6,0.0,4205.2779320051695,4451.952493607085,2420.9297091734734,2828.8282526098287,0,0,0.14255008661797286
"Colombo,Sri Lanka",2022-07-14,28.6,0.2,4588.466026347579,4857.617759901342,2641.5266487324184,3086.593214846859,0,0,0.20605155275903775
"Colombo,Sri Lanka",2022-07-15,27.8,0.617,4539.939879570078,4806.245150612655,2613.590709109672,3053.9503937981603,0,0,0.19800985858313702
"Colombo,Sri Lanka",2022-07-16,28.5,1.092,4157.714158870876,4401.598709187987,2393.547796890142,2796.832806073705,0,0,0.13466787583474937
"Colombo,Sri Lanka",2022-07-17,28.8,1.472,4794.314361393564,5075.540813580665,2760.031146640621,3225.0643445429446,0,0,0.24016448912400867
"Colombo,Sri Lanka",2022-07-18,29.0,0.005,4505.919074661231,4770.22874225692,2594.0053264868043,3031.065101634657,0,0,0.19237197206498124
"Colombo,Sri Lanka",2022-07-19,28.7,0.761,4635.918219929039,4907.853419697881,2668.844325961906,3118.513603468483,0,0,0.21391527271412503
"Colombo,Sri Lanka",2022-07-20,28.0,0.216,4444.184698316788,4704.873130772549,2558.465562365127,2989.5372999568403,0,0,0.18214142610842188
"Colombo,Sri Lanka",2022-07-21,27.5,1.956,4587.643127145415,4856.746590809953,2641.052915210309,3086.0396627274104,0,0,0.205915182901531
"Colombo,Sri Lanka",2022-07-22,27.6,2.933,4539.75856279672,4806.053198100993,2613.486327147173,3053.828424687096,0,0,0.19797981098741535
"Colombo,Sri Lanka",2022-07-23,28.0,0.037,4587.545495036684,4856.6432317652125,2640.996709538196,3085.9739870522217,0,0,0.2058990034269116
"Colombo,Sri Lanka",2022-07-24,27.9,0.0,4587.698916921833,4856.805653121233,2641.0850327372323,3086.077191684661,0,0,0.2059244283155992
"Colombo,Sri Lanka",2022-07-25,28.3,0.03,4787.591693335205,5068.423805071353,2756.1609846464453,3220.542105194228,0,0,0.23905041672878435
"Colombo,Sri Lanka",2022-07-26,28.3,0.141,4396.397766076822,4654.283097108329,2530.955179974104,2957.391737591713,0,0,0.1742222336689253
"Colombo,Sri Lanka",2022-07-27,27.1,8.558,4444.184698316788,4704.873130772549,2558.465562365127,2989.5372999568403,0,0,0.18214142610842188
"Colombo,Sri Lanka",2022-07-28,26.7,1.185,4446.974187137684,4707.82624633658,2560.071438711257,2991.413747819378,0,0,0.18260369681183442
"Colombo,Sri Lanka",2022-07-29,27.1,0.1,4835.085729248975,5118.7037616013495,2783.502750021124,3252.490640533788,0,0,0.24692107074442238
"Colombo,Sri Lanka",2022-07-30,27.9,3.617,4507.202239518843,4771.587175416373,2594.7440296060245,3031.928267651424,0,0,0.19258461658855097
"Colombo,Sri Lanka",2022-07-31,28.2,2.565,4369.141471558649,4625.427993995368,2515.2640474906048,2939.0568314948646,0,0,0.16970535360654515
"Colombo,Sri Lanka",2022-08-01,27.2,2.794,4253.10670657745,4502.586824004768,2448.464179709689,2861.001961692895,0,0,0.15047621311802084
"Colombo,Sri Lanka",2022-08-02,27.5,4.605,4407.01177104033,4665.519701829462,2537.065539471132,2964.5316217086697,0,0,0.1759811736954101
"Colombo,Sri Lanka",2022-08-03,26.8,23.384,4733.918939683149,5011.602697567028,2725.262203165086,3184.4372378391454,0,0,0.23015583310508714
"Colombo,Sri Lanka",2022-08-04,27.0,17.159,4997.1221536247685,5290.244971295192,2876.78523933154,3361.4901460688616,0,0,0.2737735504222595
"Colombo,Sri Lanka",2022-08-05,26.8,32.98,4962.961874274878,5254.080907161257,2857.119562891366,3338.511031512232,1,1,0.2681125503689332
"Colombo,Sri Lanka",2022-08-06,27.8,3.481,4731.422347188447,5008.959659137221,2723.824943835298,3182.757817002174,0,0,0.22974210082553292
"Colombo,Sri Lanka",2022-08-07,27.6,0.43,4778.693223996547,5059.003366422097,2751.038239102288,3214.556236512732,0,0,0.2375757731848983
"Colombo,Sri Lanka",2022-08-08,28.1,0.0,4587.963918359818,4857.086199099816,2641.2375909901148,3086.2554542316025,0,0,0.20596834403242348
"Colombo,Sri Lanka",2022-08-09,28.0,0.799,4589.512084655416,4858.7251782378535,2642.128852362217,3087.296882795311,0,0,0.20622490427281748
"Colombo,Sri Lanka",2022-08-10,27.9,0.0,5280.350908562396,5590.0874507207,3039.8367470814137,3552.013939471748,0,0,0.32070987609989476
"Colombo,Sri Lanka",2022-08-11,28.2,0.0,5368.664132139939,5683.580980109626,3090.677645145388,3611.420938479797,0,0,0.335345036376577
"Colombo,Sri Lanka",2022-08-12,28.2,0.0,5162.383426326718,5465.20019351788,2971.924236403536,3472.6589593650187,0,0,0.30116044805257725
"Colombo,Sri Lanka",2022-08-13,28.3,0.0,4829.1411293224455,5112.410461397577,2780.080512822066,3248.4917961067304,0,0,0.24593593885611453
"Colombo,Sri Lanka",2022-08-14,28.2,0.0,4671.107621404638,4945.106972538117,2689.102456068348,3142.1849932543987,0,0,0.21974681763767456
"Colombo,Sri Lanka",2022-08-15,27.9,0.0,5152.170908504218,5454.388626501141,2966.0450083948967,3465.789149708278,0,0,0.299468041988048
"Colombo,Sri Lanka",2022-08-16,28.1,0.0,5034.068933057532,5329.358986940768,2898.055071536044,3386.3436980081765,0,0,0.27989632588895885
"Colombo,Sri Lanka",2022-08-17,28.1,0.37,5630.49651157529,5960.772008474894,3241.411507793171,3787.5517066170655,0,0,0.3787355806623579
"Colombo,Sri Lanka",2022-08-18,28.6,0.303,5448.099807544981,5767.676219216024,3136.407841737799,3664.85614216532,0,0,0.348509020139649
